"F_得意先番号","F_得意先名称","F_得意先略称","F_敬称","F_英語名称","F_先担当部課","F_先担当","F_先担当敬称","F_経理担当部課","F_経理担当","F_経理担当敬称","F_郵便番号","F_住所１","F_住所２","F_住所３","F_英語住所１","F_英語住所２","F_電話番号","F_ＦＡＸ番号１","F_ＦＡＸ番号２","F_輸送ＬＴ","F_請求先番号","F_納品書発行","F_在庫引当区分","F_個別登録","F_検収区分","F_担当者","F_更新日付","F_更新時刻","F_照会項目","F_登録日","F_更新日","F_検査ＬＴ","F_予備ＬＴ","F_印刷Ｂ","F_切断余長区分","F_生産担当"
"1624111","日立建機株式会社　龍ヶ崎工場","日立建機㈱龍ヶ崎工場","御中","Hitachi Construction Machinery Co., Ltd  Ryugasaki Plant","調達部　龍ケ崎グループ","猪瀬","様","","","","3018501","茨城県竜ヶ崎市３番地","","","","Hitachi","0297643115","0297646802","","1","1624111","3","2","1","1","100112","ﾋﾀﾁｹﾝｷ","10:52:15","","2004/09/18 00:00:00","2019/04/23 00:00:00","1","0","1","S","100115"
"1410383","大和商事株式会社","大和商事㈱","御中","","","中川","様","","","","550-0021","大阪市西区川口3丁目10番26号","","","","","06-6581-9221","06-6581-9226","","2","1410383","2","2","1","2","100015","ﾀﾞｲﾜｼｮｳｼﾞ","13:23:42","","2003/07/08 00:00:00","2003/07/08 00:00:00","0","0","","N",""
"1521432","長津工業株式会社","長津工業株式会社","様","","","菊地","様","","","","613-0916","京都市伏見区淀美豆町384","","","","","075-631-5101","075-631-8567","","2","1521432","2","2","1","1","0000","ﾅｶﾞﾂｺｳｷﾞｮｳ","16:07:32","","2003/07/22 00:00:00","2003/07/22 00:00:00","1","0","1","N",""
"1624110","日立建機株式会社","日立建機㈱","","Hitachi Construction Machinery Co., Ltd","購買Ｇ","鈴木","様","","","","300-0013","茨城県土浦市神立町650番地","","","","Hitachi","0298-32-7131","0298-32-7493","","4","1624110","2","2","2","1","000001","ﾋﾀﾁｹﾝｷ","10:26:28","","2003/03/14 00:00:00","2012/02/29 00:00:00","0","0","1","S","100115"
"13499255","株式会社　岩崎商店","㈱岩崎商店","様","","","","","","","","557-6031","大阪市西成区鶴見橋1-8-16","岩崎様携帯　090-2044-6430","","","","06-6632-2743","06-6632-2746","","1","1349925","1","2","2","1","100025","ｲﾜｻｷｼｮｳﾃﾝ","14:00:37","","2003/04/23 00:00:00","2007/09/25 00:00:00","1","0","","N","100023"
"132944","新電元ﾃﾞﾊﾞｲｽ販売株式会社","新電元ﾃﾞﾊﾞｲｽ販売㈱","様","","久保","","","","","","542-0081","大阪市中央区南船場2-3-2南船場ﾊ-ﾄﾋﾞﾙ11階","","","","","06-6265-4161","06-6265-4171","","0","132944","3","2","1","2","100049","ｼﾝﾃﾞﾝｹﾞﾝ","16:09:51","","2003/05/08 00:00:00","2003/05/08 00:00:00","0","0","","N",""
"2523275","西森　純子","西森　純子","","","","","","","","","","","","","","","","","","0","2523275","3","2","1","2","200070","","14:34:45","","2004/12/02 00:00:00","2004/12/02 00:00:00","0","0","","N",""
"1632732","上組六甲アイランド営業所","上組六甲アイランド営業所","様","","","金井","","","","","658-0032","神戸市東灘区向洋町３丁目","","","","","","","","1","1632732","3","2","1","2","190047","","09:36:19","","2003/09/22 00:00:00","2003/09/23 00:00:00","1","0","","N",""
"2256182","小林　淳子","","","","","","","","","","","","","","","","","","","0","2256182","3","2","1","2","200070","","15:43:44","","2005/09/26 00:00:00","2005/09/26 00:00:00","0","0","","N",""
"1257144","ｺﾏﾂ大阪工場 ワーキングギア室","コマツ大阪  ＷＧ","様","","ワーキングギア","古谷","様","","","","573-1011","大阪府枚方市上野３－１－１","","","","","072-840-1043","072-849-4964","","1","1257143","3","1","2","1","300137","ｺﾏﾂﾜｰｷﾝｸﾞ","10:42:14","","2005/07/01 00:00:00","2013/06/20 00:00:00","1","0","1","N",""
"1624113","株式会社ロジスネクスト滋賀工場","㈱ロジスネクスト滋賀","御中","Mitsubishi Logisnext Co.,Ltd.Shiga","購買本部購買グループ","長尾","様","","","","5230013","滋賀県近江八幡市長光寺町578","","","","Hitachi","0748-37-6700","0748-37-3259","","2","1624113","3","2","1","1","100132","ﾛｼﾞｽﾈｸｽﾄ","15:35:46","","2005/08/22 00:00:00","2026/05/08 00:00:00","1","0","1","S","100149"
"2724525","MGS","","","","","","","","","","","","","","","","","","","0","2724525","3","2","1","2","200070","","17:44:24","","2006/01/23 00:00:00","2006/01/23 00:00:00","0","0","","N",""
"1251365","","","","","","","","","","","","","","","","","","","","0","1251365","3","2","1","2","100025","","10:24:14","","2006/10/18 00:00:00","2006/10/18 00:00:00","0","0","","N",""
"1624113C","株式会社ﾛｼﾞｽﾈｸｽト部品ｾﾝﾀｰ","㈱ﾛｼﾞｽﾈｸｽト部品ｾﾝﾀｰ","御中","Mitsubishi Logisnext Co.,Ltd,","サービス部品センタ","久田","様","","","","523-0013","滋賀県近江八幡市長光寺町字松田603-1","","","","Hitachi","0748-37-2271","0748-37-2210","","4","1624113","3","2","1","1","100132","ﾛｼﾞｽﾈｸｽﾄ","15:35:32","","2006/02/08 00:00:00","2026/05/08 00:00:00","1","0","1","S","100149"
"2784253","宮本　恭輔","","","","","","","","","","","","","","","","","","","0","2784253","3","2","1","2","100018","","15:49:22","","2006/04/19 00:00:00","2006/04/19 00:00:00","0","0","","N",""
"1257145","ｺﾏﾂ大阪工場 品質保証課","コマツ大阪　品質保証課","様","Komatsu Quolity","品質保証課","永田","様","","","","573-1011","大阪府枚方市上野３－１－１","","","","Komatsu","072-840-6067","072-840-6340","","1","1257143","1","2","1","2","9982","ｺﾏﾂｵｵｻｶｺｳｼ","15:28:49","","2005/09/15 00:00:00","2006/01/05 00:00:00","1","0","1","N",""
"1341299","清和工業","清和工業㈱","御中","","","","","","","","578-0935","東大阪市若江東6丁目6-12","","","","","06+6722-8651","06-6721-0321","","0","1341299","3","2","1","2","300137","ｾｲﾜｺｳｷﾞｮｳ","15:34:28","","2005/08/22 00:00:00","2014/04/11 00:00:00","0","0","","N",""
"1257147K","コマツ粟津工場　購買本部","コマツ粟津工場","様","","購買本部","北野","様","","","","923-0392","石川県小松市符津町ツ23","","経理課　　　　　　　　　　　　　　　御中","","","0761-43-4724","0761-43-3261","","1","1257147K","2","2","2","1","190047","ｺﾏﾂｱﾜﾂﾞ","16:02:27","","2006/02/16 00:00:00","2006/02/16 00:00:00","1","0","","N",""
"1257149K","コマツ真岡工場　購買本部","コマツ真岡工場　購買本部","","","購買本部","篠崎","様","","","","321-4346","栃木県真岡市松山町26番地","","","","","0285-84-4351","0285-84-8797","","1","1257149","3","2","1","2","190047","ｺﾏﾂﾓｵｶ","16:02:48","","2006/02/16 00:00:00","2006/02/16 00:00:00","0","0","1","N",""
"12513656","コベルコ建機日本株式会社","コベルコ建機日本㈱東日本","御中","","","清水","","","","","272-0002","千葉県市川市二俣新町１７番地","","材料売り単価の5倍","","Kobelco","047-328-6011","047-328-5655","","3","12513656","2","2","2","2","300137","ｺﾍﾞﾙｺ","14:32:10","","2006/10/18 00:00:00","2019/03/30 00:00:00","2","0","1","N","100110"
"2759231","森　幸子","","","","","","","","","","","","","","","","","","","0","2759231","3","2","1","2","200070","","15:50:30","","2005/09/26 00:00:00","2005/09/26 00:00:00","0","0","","N",""
"2521371","中嶋　五美","","","","","","","","","","","","","","","","","","","0","2521371","3","2","1","2","200070","","15:06:39","","2005/09/27 00:00:00","2005/09/27 00:00:00","0","0","","N",""
"2724152","三谷　敏美","","","","","","","","","","","","","","","","","","","0","2724152","3","2","1","2","200070","","15:01:22","","2005/09/29 00:00:00","2005/09/29 00:00:00","0","0","","N",""
"1257149","コマツ真岡工場","コマツ真岡工場","様","","","赤荻","様","","","","321-4346","栃木県真岡市松山町26番地","","","","","0285-84-4236","0285-82-8692","","1","1257149","3","2","1","2","190047","ｺﾏﾂﾓｵｶ","16:03:42","","2005/10/13 00:00:00","2006/02/16 00:00:00","0","0","","N","100149"
"1257142","コマツ粟津工場　補給部品行き","コマツ粟津工場　補給部品","様","","","","","","","","923-0392","大阪府枚方市上野３－１－１","購買部","経理課　　　　　　　　　　　　　　　御中","","Komatsu","0761-43-4720","0761-43-1149","","1","12571432","2","2","2","1","100009","ｺﾏﾂｱﾜﾂﾞﾎｷｭ","13:18:43","","2002/07/24 00:00:00","2005/07/15 00:00:00","1","0","","N","100149"
"1512532","青柳工業 株式会社","青柳工業㈱","御中","","資材グループ","高橋","様","","","","310-0004","茨城県水戸市青柳町６４４","","","","","029-225-2025","029-226-9692","","1","1512532","2","2","1","2","190047","ｱｵﾔｷﾞ","11:44:43","","2005/10/24 00:00:00","2005/10/24 00:00:00","0","0","1","N",""
"TOKUI","得意先","得意先","","","","","","","","","731-0138","","","","","","","","","1","TOKUI","1","1","1","1","100009","","08:55:23","","2002/07/24 00:00:00","2005/09/23 00:00:00","1","0","1","N",""
"13556680","酒井重工業株式会社　技術研究所","酒井重工業（株）技術研究所","様","","","古茂田","様","","","","349-1125","埼玉県北葛城郡栗橋町大字高柳2626","","","","","0480-52-6131","","","1","13556677","2","2","2","1","190117","ｻｶｲ ｼﾞｭｳｺｳ","14:36:05","","2005/12/21 00:00:00","2005/12/21 00:00:00","1","0","","N",""
"1624110A","日立建機株式会社　中型荷受　　沼本　様","中型荷受","様","","","","","","","","","茨城県土浦市神立町650","","","","","","","","1","1624110A","3","2","1","2","100009","","12:57:21","","2003/10/20 00:00:00","2003/12/19 00:00:00","1","0","","S",""
"1225314","株式会社　協和製作所","㈱協和製作所","御中","Kyowa　Metal　Co.,　Ltd","建機事業業務部購買","高瀬","様","","","","321-4346","栃木県真岡市松山町18番2","","","","Komatsu","0285-83-1125","0285-83-1126","","3","1225314","1","2","1","1","100046","ｷｮｳﾜ","14:12:45","","2005/05/26 00:00:00","2016/07/25 00:00:00","4","0","1","N","100149"
"1243542","リズム株式会社","リズム㈱","御中","Rhythm Watch","組立課","二宮","様","","","","965-0844","福島県会津若松市門田町一ノ堰字土手外168","","","","","0242-85-7042","0242-8-7043","","1","1243542","2","2","1","1","300137","ﾘｽﾞﾑ","16:21:01","","2005/12/05 00:00:00","2021/05/12 00:00:00","0","0","1","N",""
"1624111C","日立建機株式会社　部品事業部　龍ヶ崎部品センタ","日立建機㈱　龍ヶ崎部品センタ","御中","Hitachi Ryugasaki Parts Center","龍ヶ崎部品センタ","松永","様","","","","3018501","茨城県竜ヶ崎市３番地","","","","Hitachi","0297-62-5714","0297-64-2559","","1","1624111","3","2","1","1","100057","ﾘｭｳｶﾞｻｷ","09:09:04","","2005/11/24 00:00:00","2010/04/13 00:00:00","1","0","1","S","100115"
"STEST00","PT. BANSHU ELECTRIC INDONESIA","PT. BANSHU ELECTR","様","","","","","","","","000","JL.JABABEKA VI BLOCK U-9B","BEKASI 17530 INDONEIAS","","","","62-21-893-4777","62-21-893-4776","","22","STEST00","3","2","2","1","100009","BEI","17:13:26","","2005/12/05 00:00:00","2005/12/05 00:00:00","1","0","","N",""
"18341526","コベルコ建機㈱部品センター","コベルコ建機㈱部品セン","様","Kobelco Parts Center","","","","","","","674-0063","明石市大久保町八木740","","","","Kobelco","078-936-1333","078-936-1340","","3","18341526","3","2","2","2","300137","ｺﾍﾞﾙｺｸﾚｰﾝ","14:30:44","","2004/03/22 00:00:00","2026/05/14 13:27:54","1","0","1","N","100110"
"2199453","安藤　智子","安藤　智子","","","","","","","","","","","","","","","","","","0","2199453","3","2","1","2","200070","","16:19:11","","2004/10/06 00:00:00","2004/10/12 00:00:00","0","0","","N",""
"1257151","コマツユーティリティ株式会社","コマツユーティリティ㈱","御中","","","","","","","","107-0052","東京都港区赤坂２－３－４","","","","","03-","03-","","1","1257150","0","1","1","1","190107","ｺﾏﾂﾕｰﾃｨﾘﾃｨ","15:57:57","","2005/10/31 00:00:00","2007/04/03 00:00:00","1","0","","N",""
"1257152","コマツ栃木工場　補給部品","コマツ栃木工場　補給部品","御中","","","谷口","様","","","","323-8567","栃木県小山市横倉新田110","","","","","08034791295","0285-28-8541","","1","1257150","1","1","1","1","100046","ｺﾏﾂﾕｰﾃｨﾘﾃｨ","17:19:56","","2005/11/18 00:00:00","2015/11/18 00:00:00","6","0","","N","100149"
"1253115","共和産業株式会社　本社工場","共和産業㈱","御中","","","陳","様","","","","924-0011","石川県白山市横江町1726番地6","","","","","076-276-2141","076-276-2654","","1","1253115","2","2","1","1","9982","ｷｮｳﾜｻﾝｷﾞｮｳ","09:02:56","","2005/12/07 00:00:00","2006/03/15 00:00:00","0","0","","N",""
"1633215","株式会社　フジタ","フジタ","","","機械部　（飯能分室）","渡部","","","","","357-0036","埼玉県飯能市南町11-30","","","","","0429-75-7035","0429-74-7575","","0","1633215","2","2","1","2","190047","ﾌｼﾞﾀ","14:51:42","","2004/05/07 00:00:00","2004/05/07 00:00:00","0","0","1","N",""
"1231421","テクノマテリアル","テクノマテリアル","","","","","","","","","","","","","","","","","","0","1231421","3","2","1","2","190047","","14:43:23","","2004/05/07 00:00:00","2004/05/07 00:00:00","0","0","","N",""
"1257155","株式会社　センテック","㈱　センテック","御中","Sentic","","","","","","","573-1131","大阪府枚方市高野道","","","","","0728678020","0728678012","","1","1257155","0","1","1","1","100093","ｾﾝﾃｯｸ","14:25:45","","2004/10/05 00:00:00","2014/01/31 00:00:00","1","0","","N",""
"2332281","杉山　有仲美","杉山　有仲美","","","","","","","","","","","","","","","","","","0","2332281","3","2","1","2","200070","","16:07:08","","2004/10/08 00:00:00","2004/10/08 00:00:00","0","0","","N",""
"2219931","神崎　絹子","神崎　絹子","","","","","","","","","","","","","","","","","","0","2219931","3","2","1","2","200070","","16:10:02","","2004/10/13 00:00:00","2004/10/13 00:00:00","0","0","","N",""
"2553445","野瀬　豊子","野瀬　豊子","","","","","","","","","","","","","","","","","","0","2553445","3","2","1","2","200070","","16:10:27","","2004/10/08 00:00:00","2004/10/08 00:00:00","0","0","","N",""
"233232","㈱九州共販","㈱九州共販","","","","岩本","","","","","851-03","長崎県西彼郡香焼町3021-22","","","","","0958-71-2733","0958-71-2717","","1","233232","1","2","1","1","100011","ｶﾌﾞ ｷｭｳｼｭｳ","14:45:45","","2004/12/01 00:00:00","2004/12/15 00:00:00","0","0","","N",""
"155333","㈱トノックス","㈱トノックス","御中","Tonox","業務部","二石(ﾌﾀﾂｲｼ）","様","","","","254-0021","神奈川県平塚市長瀞２番６号","","","","","0463-23-2528","0463-23-5569","","3","155333","1","2","1","1","100046","ﾄﾉｯｸｽ","11:08:18","","2005/04/11 00:00:00","2008/11/28 00:00:00","2","0","1","N",""
"1534125","アロー電子工業株式会社","アロー電子工業","様","","中日本営業部　大阪営業所","田中","様","","","","538-0044","大阪市鶴見区放出東3-30-20","","","","","06-6961-0325","06-6961-1199","","1","1534125","1","2","1","1","190047","ｱﾛｰﾃﾞﾝｼ","10:52:41","","2005/03/03 00:00:00","2005/03/03 00:00:00","0","0","","N",""
"9000001","原因元不明","原因元不明","","","","","","","","","","","","","","","","","","0","9000001","3","1","2","2","190153","","10:56:58","","2008/12/08 00:00:00","2008/12/08 00:00:00","0","0","","N",""
"9000002","ユーザー取り消し","ユーザー取り消し","","","","","","","","","","","","","","","","","","0","9000002","3","1","2","2","190153","","10:57:49","","2008/12/08 00:00:00","2008/12/08 00:00:00","0","0","","N",""
"F02003","コマツ","","","","","","","","","","","","","","","","","","","0","F02003","3","2","1","2","100018","","10:27:44","","2008/12/09 00:00:00","2008/12/09 00:00:00","0","0","","N",""
"F02004","東加古川","","","","","","","","","","","","","","","","","","","0","F02004","3","2","1","2","100018","","10:32:24","","2008/12/09 00:00:00","2008/12/09 00:00:00","0","0","","N",""
"1257133","株式会社小松電業所　小山工場","㈱小松電業所　小山工場","御中","Komatsu System Comp","","本田殿　柳田殿","","","","","3230158","栃木県小山市梁2075-1","","","","Komatsu","0285-49-3236","0285-49-3237","","3","1257133","2","2","1","1","300137","ｺﾏﾂﾃﾞﾝｷﾞｮｳ","15:32:01","","2009/01/28 00:00:00","2014/11/20 00:00:00","2","0","1","N",""
"2312541","株式会社　ワイスペック","㈱ワイスペック","","","","","","","","","683-0851","米子市夜見町2509-1","","","","","0859-21-8402","0859-21-8403","","1","2312541","3","2","1","2","300137","ﾜｲｽﾍﾟｯｸ","12:35:47","","2009/11/19 00:00:00","2020/05/08 00:00:00","1","0","","N",""
"1724601K","株式会社イチネンアクセス","㈱イチネンアクセス（加藤）","御中","MIZUHO AUTOMOBILE INDUSTRIAL CO.,LTD  KATO","建機部","加藤様","","","","","108-0073","東京都港区三田三丁目１３番１６号　三田43MTﾋﾞﾙ15階","","","","Mizuho","03-5484-6382","03-5484-6383","","2","1724601K","2","2","2","1","100107","ｱｸｾｽ","14:02:29","","2010/03/22 00:00:00","2022/04/04 00:00:00","6","0","1","N","100110"
